,id,comment,contents
535,  B.Y K.,"사전예약 하고 어쩔수없이 쓰고 있는데 솔직히 최악입니다.콜드랍... 전화기의 기본성능인 통화에서 문제가 있어요;; 영업쪽이나 전화가 중요하신분들은 솔직히 22시리즈 말리고싶네요.최근 업뎃 이후로도 증상이 있더라구요;;그리고 무선거치대에 충전하면서 네비사용하면 발열이... ㄷㄷ..30,40분까지는 그래도 괜찮은데 장거리 운행하면 발열로인해 충전이 잘안됩니다.유선 충전하면서발열로 인해 네비앱 종료되신분도 있어요.카메라 수채화현상은,, 전 솔직히 신경 안쓰이고, 카메라 성능은 확실히 좋아진걸 느끼지만 콜드랍과 발열로인한 충전지연, 충전안되는건 진짜 ㅠㅠ폰으로 하는게 기껏해야 카톡, 전화,문자, 네비만 사용하는 편인데 별로 덥지도 않은데 발열로인한 충전이 안되다니 ㅋㅋㅋ한여름엔 작살날것 같습니다.;;gos같은거 해제도안했는데 ㅠㅠ",UNDERkg
536,  Shutters,포장 진짜 열심히 하시느라 고생 하셨습니다 ㅎㅎ 안팔려서 떠리넘기는기종인데 아휴..,UNDERkg
537,  PP,1번정도는 참을수 있는데 그 이상으로 또 그러면 폰 사업 접을 생각하소. 소비자들 우롱하면 어찌되는지 그때되면 알 수 있겠지.,UNDERkg
538,  그린빌블,삼성은 진짜 제발 스피커 베이스좀 늘려줬으면 진짜….,UNDERkg
539,  최Molybdenum,다음 기종에서 잘 나와주렴..(주륵..)갤럭시 S22 울트라 사전예약한 사람이,UNDERkg
540,  백야님,이건 좀 완전 사기같은데 이참에 아이폰 보고있습니다.  14맥스도 나온다는데,UNDERkg
541,  화이트딩고,집에 대부분 가전제품부터 작은 보조배터리까지 삼성만 고집했고 스마트폰도 초반에만 아이폰쓰고 계속 노트만 썼는데 계속 이런식이면 진짜 곤란하다,UNDERkg
542,  해링,삼성 실망이네안드로이드가 편해서 갤럭시 쓰긴하지만 영 별로네,UNDERkg
543,  JJAN DAN,진심 이모델 덕분에 아이폰가려고함 ㅋㅋㅋ,UNDERkg
544,  전력전자회로연구실,엘쥐라도 버티고 있었다면 달라졌겠죠,UNDERkg
545,  black clever,"엘지가 공짜폰 뿌리면서 망하더만, 삼성도 한달된 핸드폰 공짜로 뿌리넼ㅋㅋㅋㅋㅋㅋㅋ",UNDERkg
546,  타라나,13년간 폰만 4번 삼성으로 갈아치웟습니다.. 근데 이번엔 오른쪽에 아이패드미니가 같이 있네요.. 다음엔 왼쪽에 삼성폰이 안사라지게 해주세요  안드로이드라고 영원히 봐주진 않습니다.,UNDERkg
547,  Indi you,안드로이드는 진짜 살게 없다.같은 값이면 아이폰 성능이 월등히 뛰어나고...그 놈의 삼페와 통화녹음때문에 울며 겨자 먹기로 안드 쓸수 밖에..,UNDERkg
548,  CHOI,삼성 스마트폰 이미지가 현기차처럼 됐네요. 욕은 제일 많이 쳐먹어도 어쩔 수 없이 사는 물건.,UNDERkg
549,  Ramias,예판으로 구매해서지금까지 쓰고있지만. 앞으로 삼성플래그쉽은 살일없을듯. 잘쓰던 아이폰13프로 팔고간건데.. 팬하나보고. ㅋㅋ..,UNDERkg
550,  sj kim,걍 평상시용으론 아이폰쓰고 업무용으론 폴더블 쓰면 될 듯,UNDERkg
551,  CY Hwang,안드유저들은 참 불쌍하네 저런것도 어쩔수 없이 써야한다니…아이폰 유저인게 이럴땐 참 다행인듯 아이폰도 예전에 업데이트로 안드유저들 한테 조롱거리였는데 ㅋㅋ 이번엔 반대니 강건너 불구경중,UNDERkg
552,  Xiaomi 12X Pro,폴드4는 잘 나오길...,UNDERkg
553,  Namuko,S20 울트라 사용 중인데 S23은 제발 좀 끝장나게 내줬으면,UNDERkg
554,  ᄆ민트하나머글래오,"내가 옵티머스 2x때 부터 계속 lg폰 쓰다가 g5이상하게 나와서 s7쓰고, 픽셀매칭 120hz에 속아 s21산다음 발열에 데여서 바로 s22 갔어요 결론적으로 말하면 전혀 개선되지 않았고요 너무 슬프네요",UNDERkg
555,  VEROKAMU,보조금 55만원ㅋㅋㅋㅋ 가상의 예시로 벤츠 S클 초기에 1억 초중반에 나왔다가 논란되서 프로모션에 파이낸셜 껴서 6천에 파는 꼴이 잖아ㅋㅋㅋ,UNDERkg
556,  김재철,잘만들면 많이 팔리겠지? 가 아니라 안팔릴거 아니까 원가 절감해야지? 이런생각하는게 아닐까...,UNDERkg
557,  김진우,100만원 이하 정도라면 살만할듯 정가수준의 제품은 아니니,UNDERkg
558,  BANG DoLL,"그러니까... 공시지원금 55만원 감안하고, 자잘하게 기능빼고, 마감도 원가절감?",UNDERkg
559,  космос,애플이 미친거지 삼성이 못만든건 아니지..,UNDERkg
560,  이상화,삼성이 배가 부른거죠..  5만전자 된 이유가 있음,UNDERkg
561,  Jayson Lee,솔직히 돈 다주고 사는건 미친 짓이고 무약정 50만원정도면 적당할듯해요,UNDERkg
562,  voo,"사실 갤럭시의 문제는 어린+젊은 친구들이 안산다는 점이 크죠 당장 고등학교 까지만 내려가도 갤럭시 쓰면 은근히 없는 집안 취급합니다미래수요층은 이미 다빼앗겻고 현재 수요층(통녹이 인질인 사업자, 직장인)에도 크나큰 실망감을 줘버린 갤럭시가 앞으로 얼마나 배짱장사 할수 잇을지 ...앞으로는 굳이 플래그십 안사고 걍 가성비 따져가면서 사는 보급폰 사려고 합니다.. 사실 들려오는 소문들중 반만 진짜라도 삼성 모바일 사업부 얼마나 갈려나 싶네요...",UNDERkg
563,  sD p,그래 선택지가 없어서.... 동화녹음만되도 아이폰으로가지...최근 12프로쓰다가 통화녹음때문에 겔럭시로 넘어왔는데.... 녹화녹음만아니면 아이폰이 답이네...ㅠㅜ,UNDERkg
564,  rozwel.k,이래서 기업이 독점을 하면 안되는 이유,UNDERkg
565,  류승범,무엇보다 갤럭시 충성 고객 병신 취급 한게 제일큼 다시는 삼성폰 안 삼 주변기기도다 애플걸루 바꿧는데 좋은 통화녹음 삼성페이 불편하지만 성능 만큼은 최고임,UNDERkg
566,  발룽,참 많이 아쉬운 시리즈,UNDERkg
567,  EyeS B,이러면 누가 플래그쉽폰을 삽니까? 안드로이드는 그냥 보급품으로 사도 큰 문제 없는데.. 삼성도 gos문제 터져서 변명한다는게 고객의 니즈라는 소리하면서 큰성능은 게임할때만 필요하다라는 걸 스스로 강조했는데..지무덤 지가 판 꼴…,UNDERkg
568,  [IT & TECH]Blins,S22울트라로 들어도 부족하게 느껴지는 S22울트라 스피커..,UNDERkg
569,  minhai jin,갤럭시22 울트라 사진촬영시에 수채화 현상 있지 않나요?,UNDERkg
570,  jacob zeon,"미팅용 원툴로는 노트만한 기계가 없습니다. 절대 없어요. 페이, 통화녹음 외에도 스크롤캡쳐, 정확한 캡쳐경계설정, 핸드폰 화면분할해서 위에 자료 띄워놓고 보면서 메모 하면서 블루투스 마이크로 미팅녹음하기, 한국인들이 많이 쓰는 네이버, 카카오, 다음 같은 대기업 앱들 친화성, 문서 카메라로 스캔해서 그림자 지우고 일부 모자이크 처리해서 보내기. 이런건 노트에서 밖에 안 돼요. 손가락으로는 할 수 없는 엣지가 있어요. 그래서 특정 사무용 원툴로는 노트밖엔 선택지가 없습니다. 그래서 저는 아이폰과 노트 두 개를 씁니다. 전화 된다는 공통점 빼고는 개인적으로 용도를 전혀 다르게 쓰네요.",UNDERkg
571,  HyunHo Bak,엘지라는 만만한 경쟁 상대가 없어지면서 끝났죠.,UNDERkg
572,  Chan Hwi Park,진짜 다삼성때고 갤럭시라는 브랜드 강화하고 원가절감 없이 비싸더라도 사고싶게 만들었으면 좋겠다...노트10까지는 아 진짜 이건 꼭 사서 쓰고싶다! 이런 느낌이었는데 그 뒤로는 다음세대는 잘나오겠지.. 잘나오겠지... 하다가 겨우 잘나왔다 싶어서 산게 폴드3였는데 쓰다보니 이것도 원가절감이라던가 부족한 부분이 너무 많이 보여서 쓰면 쓸수록 실망하게 되는 제품이 되어버린...다음폰은 제발 노트10처럼 오래써도 안질리고 무던하게 쓸 수있게 잘 만들어줬음 합니다,UNDERkg
573,  팁코,기부니가 나쁘다. 예구 했는데 저런 이슈 나오니.. 삼페 못버리지만 플래그십은 갤럭시 못사겠음.,UNDERkg
574,  구름,부자는 3대를 못간다라는게 여실히 느껴지는 ㅋㅋ.. 삼성이 이렇게 몰락한다고?,UNDERkg
575,  J매일,27만원 (2년약정) 주고 샀습니다... 대안이 없더라구요,UNDERkg
576,  lime맛콜라,삼성페이만 아니었으면 엑스페리아로갈아타고도 남았지,UNDERkg
577,  오리,이젠 더 이상 삼성팬도 안남은것 같음 ㅋㅋㅋㅋㅋ 주가마저도 개박살나서 이젠 진짜 다 떠나갔지,UNDERkg
578,  샤인즈,오히려 단독색상 s펜은 무광이여서 번들거리는건 모르겠네요 ㅋㅋ,UNDERkg
579,  걸e,요즘 소니폰도 한국재출시 이야기 본거같은데 제발 그냥 다 한국에좀 넘어왔으면...갤럭시는 망해야 정신차린다....놑20울트라가 선녀가 될지 누가알았나...,UNDERkg
580,  1 Gate,샘숭 제품 쓰는 이유는 간단해요. 아이폰을 쓰다보면 알지만 통화녹음과 삼성페이 아니면 진작에 갖다버릴 제품이죠. 특히 공공기관이나 금융기관 업무 보려면 아이폰은 막히는것도 많고 대법원앱도 사용하기 힘든데 샘숭으로 넘어온뒤로 업무는 확실하게 쓸 수 있어요. 아이폰처럼 감성제품이 아닌 과거 블랙배리의 역할을 한다고봅니다. 거칠게 쓰는 업무용이지 다른건 없어요. 그런데 갈수록 플래그십에서 외장메모리를 배제하나몰라;;,UNDERkg
581,  코알라,삼성은 정신 못차리면 결국에 2인자로 못 박힌다 기억해라 애플이 통녹 되는 순간 갤럭시 쓸 이유 없어진다,UNDERkg
582,  LK L,모자란플래그쉽~ 23에서 최강폰을 만들어야할듯! 안그러면 폭망하기 딱좋다!,UNDERkg
583,  조병훈,그거 아세요?카메라 3:4 108mp 보다(1억화소)기본 3:4 화질이 더 선명하고 좋다는것을..그리고 요새 배터리 충전기본 초고속충전31와트까지 나왔는데최근 패치 이후 21에서 24와트까지 나오네요초고속 충전2.0은 아직 실험 안해봄S22울트라로 비교실험 했습니다,UNDERkg
584,  오딘,기기만 개발하지 말고 내실도 다져야 할 듯...,UNDERkg
585,  실리콘밸리,긱벤치 퇴출 ...다음 모델에서 다시 들어갈 수 있나요?,UNDERkg
586,  그게 너야,s22플 쓰는중인데 만족중임,UNDERkg
587,  person who's a bit out of mind dsn't knw what todo,"7:05 ""삼성은 게임 성능을 잃고 이런 글씨마저 인식 할 수 있는 오버테크놀로지를 얻었다""",UNDERkg
588,  이국수,내년부터 한국에서 점유율 반토막날듯,UNDERkg
589,  뮤무뮤,?? : 그래서 아이폰은 폰을 못 접잖아?폰도 접고 성능도 반으로 접어버린 갓성 ㅋㅋㅋ,UNDERkg
590,  차은정,삼밴통 필요하면 a가 낫지... s는 진짜 이제 살 이유가 없다,UNDERkg
591,  Nabin,품질의 삼성은 죽었다.,UNDERkg
592,  반역왕 다리우스,삼성 제발 정신 차려라 이미지 그만 깎아 먹고... 아이폰에 비해 밀리는 성능은 이해해도 여러가지 원가절감은 용납할 수 없다 소비자 무시하지 말고 제대로된 합리적이고 갤럭시 S와 노트에 걸맞는 제품을 내놓아라 2년정도 지켜보다가 개선이 안된다면 아이폰은 개인적으로 안좋아해서(아이폰 8플러스는 산지 3시간 만에 투명 케이스 씌운채로 떨어뜨렸다고 메인보드 나가고 아이폰12는 배터리도 빨리 닳고 불편해서) 스냅 888 달고 안정성 90 넘게 찍도록 설계한 그때 당시 신형 ASUS폰이나 살련다,UNDERkg
593,  희설,안드로이드에서 이제 뭘 쓸지 모르겠음 애플이 ios 버리고 안드 썼으면 좋겠음...,UNDERkg
594,  윤동건,소프트웨어 연장 지원은 좋은데 원가절감은 안좋은데...일부러 다음폰 사게 만드려고 이러나 진짜 기분나쁘게 강요하는 느낌,UNDERkg
595,  M M,고객을 ㅈ 으로 아는 회사껀 선택지가 없더라도 안사줘야 정신차릴텐데. 제 주변은 페이 통녹 등등 다 포기하고 전부 아이폰으로 갈아탐,UNDERkg
596,  이푸름,512기가 사고 기분나빠져서 아이폰으로 갈아탓습죠... 갤럭시 s22 울트라 갤탭 갤워치 갤태그 까지 쓰던 충성고객을 버린.... 샘숭,UNDERkg
597,  인생살이,s22u 구매해서 이 영상보는 내가 레전드,UNDERkg
598,  相,"샤오미•POCO 핸드폰이 한국에 많이 정식발매가 되었으면 좋겠내요1.갤럭시A52S 2.갤럭시A533.레드미 노트 11프로 5G 국내정발 6G램:40만원   ""통화녹음을 시작합니다""통화녹음을 종료합니다""멘트만 안나오면 가격대비 괜찮은데....돈 값 하는 핸드폰이내요....",UNDERkg
599,  Seung-Ho Ryu,돌아와 LG. 삼성이 정신줄 놓음,UNDERkg
600,  윾돌레옹,못 만든건 못 만들었다고 말해줘야 다음에 개선될 가능성이 조금이라도 생기지 댓글에 노태문 빙의해서 이익 걱정하는 사람들 개웃기네ㅋㅋㅋ,UNDERkg
601,  Ta Op,아이폰이 아니라 중국폰이 경쟁자라는 건 이제 가격도 중국폰과 맞춰야 겨우 살만 하단 뜻임. 엘지도 자꾸 삼성 폰과 가격 비슷하게 책정하다가 성능 내구성 안 되서 망함. 이제 100만원 넘는 삼성 플래그십 사는 사람은 진짜 비합리적인 소비자임.,UNDERkg
602,  SW Lee,"삼성페이, 통화녹음은 갤럭시를 사야할 이유는 되도 갤럭시 플래그십을 사야할 이유는 안 되는",UNDERkg
603,  위성락,제조사 엄청많은데 애플 아니면 삼성 밖에 안삼 ㅋㅋ다른 제조사는 거들떠도 안보는게 현실이니 배짱장사 하는듯,UNDERkg
604,  까망벨🐱,엑시노스 망테크된거 누가 책임질꺼냐... TSMC에 다 밀리고 개털됐는데 모바일사업부도 망테크라니  단기실적 원가절감에만 혈안이 되어 있으니 이 지경이지 판매량으로 자위질할꺼면 중저가나 그냥 더 팡팡 찍어내라 플래그쉽조차 원가절감 그지같이 만들꺼면,UNDERkg
605,  Ch.s Kim,삼성이 진정한 혁신을 원하고 이미지 개선을 원한다면 게이밍용 폰 + 전용컨트롤러을 출시하면 됨16:9 비율 + 1080 FHD + A15를 능가하는 칩 또는 그에 준하는 칩 + 베젤 X + 카툭튀 X + 전면카메라 X전면카메라를 없앤 대신에 뒷면에 작은 화면을 넣고 후면카메라도 전면카메라처럼 사용 가능하게...갤럭시 전용 컨트롤러는 스마트폰을 툭하고 끼우면 자석으로 탁 달라붙는 간편한 장착 + 스크린 90도 회전 가능 + 컨트롤러에 충전단자 + HD진동컨트롤러는 휴대성이 좋도록 안 쓸 때는 반으로 접을 수 있게 + 블루투스 기능으로 다른 게임기와도 호환 가능 + 쿨러 기능이렇게만 내놓는다면 쏟아지는 중국산 짝퉁 안드로이드 게임기나 비싸고 무겁고 거대한 UMPC 시장에서혼자 도도하게 틈새 시장의 최고봉이 될 수 있음,UNDERkg
606,  Yeongsu Kim,"자국민이 자국기업 팔아주는 걸 당연하게 생각하고 배짱장사하는 기업은 근본도 없고 미래도 없다12년 동안 삼성 폰, 태블릿 쓰다가 아이패드 프로 잠깐 써보고 폰도 아이폰 12 프맥으로 갈아탔다",UNDERkg
607,  미확인생물체,중국 제품이 중국 제품이라는 이유 하나만으로 살아있는 K-플래그십,UNDERkg
608,  이이이,s시리즈에 집중되야 할 인력이 폴더로 나뉘어서 그런가?,UNDERkg
609,  Buzz규미니,기본이랑 플러스는 안해주시나요??ㅠㅠㅠㅠㅠ,UNDERkg
610,  아키텍처,자사 전용칩을 안만든 자의 최후... 스냅8 젠1까지 불덩이일지 알았냐고ㅋㅋ,UNDERkg
611,  민초보다쿠앤크,요즘 갤럭시 네이밍보면 엘지때 처럼 욀케 길냐….ㅋㅋ,UNDERkg
612,  CAJOL3M3NT,진짜 최대한 좋게말해주는거도 힘들겠다,UNDERkg
613,  Leon Shim,진동이 진짜 너무 약해서 전화와도 전화온지를 모르는데... 이거 진짜 좀 심각함...,UNDERkg
614,  시나르마타,그냥 끝났어요. 갤럭시는...애플 독점 시장 될 날만 기다리는거죠 뭐...,UNDERkg
615,  히치,공시지원금 판매업체지원금 카드사지원금 없으면 안사는 폰... 그나마 지원금 빵빵하게 나오니까 사지,UNDERkg
616,  임시열차,하.. 노트9 재출시때 그렇게 찾아 댕겼는데.. 없던게 한입니다. 폰 상태가 이상해질때마다 노트는 재고가 없었어...,UNDERkg
617,  허유강,라디오기능은 정말 무쓸모 비상시 누가 이어폰을  소지하고있을까,UNDERkg
618,  나 곰통 당나귀 귀,맛집이 조금씩 양념값 아끼기 시작하면서서히 골로가는 거죠 ..,UNDERkg
619,  REDBEAN,지금까지 갤럭시만 썼는데 다음엔 아이폰으로 갈아탈 예정임이젠 아무리 봐도 갤럭시를 쓸 이유를 찾을수가 없음. 물론 통화녹음 하나?,UNDERkg
620,  조주현,진짜 너무 기다렸다!!! 갤럭시s22 플러스도 올려주실꺼죠 ???????,UNDERkg
621,  BG Choi,노트10은 벌써 3년째 재평가받는중,UNDERkg
622,  아저씨 🌶🍌,말많고 탈많은 폰은 구매하지 않는 게사용하지 않는 게 답.. 말없고 성능좋은 폰만 사용하면 됨.. 그 폰이 애플이든 중국폰이든 GOS가 꼴보기 싫음갤럭시 구매하지 말 것.. 이게 정답,UNDERkg
623,  에구구,10년만에 처음으로 아이폰으로 갈아탓음 뭐랄까 갤럭시는 어느순간부터 내가 플래그쉽을 사는거같은 기분이 안듬.. 정신차려라 삼성 키워준 자국민 호구보는건 적당히하자,UNDERkg
624,  류지금,통화할때 화이트 노이즈 진짜 미치겠어요 어제 서비스센터 갔는데 기판 보드 교체해보자고 해서 했는데 4시간 기다리고 백업 죙일 했는데 또 통화 화이트 노이즈 나오네요 서비스 센터서는 처음 보는 현상이고 웹상 카페등등 그런건 모르겠고 통화 잡음 화이트노이즈 진짜 이걸 2년 쓸 생각하니깐 진짜 스트레스받아서 죽여버리고싶네요 삼성 대응이,UNDERkg
625,  초고속늘보,폰 바꿀 시기인데 못사겠어요 ㅠ 걍 기다려보던지 애플로 갈아타야할듯,UNDERkg
626,  희석 이,삼성은 제품이 나쁜게 아니라 사람들이 나빠,UNDERkg
627,  김동현,밴스드 15.00버전으로 하면 되던데,UNDERkg
628,  eun,그래서 픽셀6a나 7을기다리고있어요 제발 한국에ㄷ정발되길...,UNDERkg
629,  코코쩨리,이어폰을 뺏으면 양심적으로 이어폰없이 라디오를 이용할 수있게는 해줘야 하는거 아니냐 노트10 언제까지 버틸지 모르겠으나 삼페 버리고 아이폰으로 갈아타는게 빠를거 같다 워치4에 노트북도 삼성에 갤탭도 쓰고 시발 삼전 주식도 가지고 있는데 다음폰은 아이폰 쓰려고 ㅋㅋㅋ,UNDERkg
630,  태균,개인적으로 삼성이 애플한테 밀리는것-카메라 고스트 플레어 현상은 삼성이 낫지만 색감이 애플이 더 나음버벅거림 메모리는 삼성이 더 높은 편이지만 버벅거리는게 차이가 심함-발열 저세상 가버림 애플이 미친게 틀림없음-스피커 애플이 압도적으로 빵빵함-칩셋 (개인적으로 다가오는건 없지만) 벤치마크했을때 차이가 넘사벽으로ㅠ벌어짐삼성화이팅 원가 절감 할 정도로 가격을 맞춰야 되니... 내부 사정이 있겠지만 이러다가는 중국한테 저가형 잡아먹히고 플레그쉽 라인은 애플한테 잡아먹혀서 답도 없는 상황 나온다... 생태계 애플처럼 구축 잘 해서 세계적인 기업답게 유지되기를참고로 애플은 고객들 유치 해서 서비스에 점점 집중하는거 같더라칩셋 발열만 잘 하면 될듯어쩌면 one ui가 문제일 수도 있다..안드로이드 커스텀이니깐,UNDERkg
631,  사과,픽셀급의 버그를 탑제한 삼성 픽셀 S22 울트라,UNDERkg
632,  %,이렇게 욕먹었으면 다음번엔 진짜 잘 나오겠지...그래야지...,UNDERkg
633,  짐승친구들,갤22울트라 크고 선명한 액정은 진짜 좋음 근데나머지는 다 구림 심지여 진동모터 싸구려 달아놔서 진동을 못느낌 그래서 진동이 소리로 나오더라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,UNDERkg
634,  interstellar,그냥 갑자기 궁예질하고 싶어짐.Ss: 그래서 만들었습니다. 오딧세이폰!!   놀라운 게임성능을 확인하세요!,UNDERkg
635,  요쏘쎅시,절대 안망함 다음 23 24 도 저렇게 나와도 살수밖에 없음 그래서 안쓸거야?? 삼성페이 통화녹음 절대 포기 못할걸?? 아이폰 점유율 30% 절대 못넘음 다른 안드로이드 진영도 ap 받아써서 쓰는 판국에 답없다,UNDERkg
636,  오경민,옳쏘~~~~~~배짱장사 그만해라!!!!!!!!!!!!다음 갤럭시가 진짜 사고싶게 안나오면 우주가 아니라 안드로메다로 보내버려야지,UNDERkg
637,  bite the bullet,gos이슈에도 불구하고 사고싶어질때 딱 올라오네,UNDERkg
638,  AS MR,"다음폰은 아이폰이다 터치씹힘, 발열관리,짜증나는 원가절감,라인업 자체파괴 등 이제 질렸다.... 갤럭시 넥서스,노트3,노트fe,노트10의 좋은 기억을 더럽히지 않도록 아이폰으로 도망갑니다",UNDERkg
639,  YOON성현,소비자 우롱 하는거 볼때 아이폰이 그나마 나은듯 애네들 가격은 비싸도 제품 하나는 제대로 만드는데.. 어차피 샘숭이나 애플이나 우롱하는거 마찬가지인데 하..,UNDERkg
640,  무지개반사,더더욱 유튜버들에게 조리돌림 당하니 가격 떨어져서 개땡큐,UNDERkg
641,  hyunwook kim,사장님 퀀텀2랑 비교하는건어때요? 정가기준 퀀텀2 3대를 살수있는데...,UNDERkg
642,  하이페리온,"그냥 S는 기본과 플러스, 울트라는 울트라라는 이름을 빼고 노트라는 이름을 붙이면 안돼나..",UNDERkg
643,  세영,두목님 현명하시네요 따라서 젠폰가겠습니다,UNDERkg
644,  성욕이 없는 남자,갤럭시는 보급형이 최고지,UNDERkg
645,  5 6,환경을 사랑하지만 1개월마다 새모델을 발매하는 나를 알까?,UNDERkg
646,  프로포폴Ch.,서비스센터에서 보호필름 구매하면 붙여줍니다!바뀌었어요,UNDERkg
647,  JUNE Perseus,소니 다시들어온다는데 리뷰좀해주심 좋겠어요 ㅎㅎ,UNDERkg
648,  동네드립꾼-Local Dripper,진동이 너무 약해서 폰들고있거나 타이트한 옷 주머니에 넣는거 아닌이상워치없으면 연락 받기 힘들다.진동이 약하다고 진동소리 넣는거는 어디서 나온 발상인지...,UNDERkg
649,  Itbig,다음이 삼성은 마지막 기회,UNDERkg
650,  san gi,"진짜 적당히 못만들어아지..ㅋㅋ 10대~30대까진 압도적으로 애플 비율이 높고, 그나마 중장년층은 애플이라는게 너무 생소하니까 삼성으로 쓰는데.. 국내에서 마저 이런데 해외는 ? 그냥 개도국용 폰이라고 봐야지.",UNDERkg
651,  뚜루루,ㅋㅋㅋㅋ 제가 이걸 2월달에 계약 하고 구매 했어요  17+1,UNDERkg
652,  د,2016년: LG G52022년: 갤럭시 S22,UNDERkg
653,  마란도르,"특정 어플이 안드로이드에서만 되는거랑,  통화녹음만 아니면.  안쓸텐데...  답이 읎네..",UNDERkg
654,  Jin P,40대 IT 1세데대 개발자이자 현업 IT계열 관리자입니다....제가 못 하는 이야기를 해 주셔서 감사합니다.,UNDERkg
655,  Distopia,삼성폰은 이제 그냥 중저가 사서 삼페 통녹용으로나 쓰는게 좋을 듯,UNDERkg
656,  나비야,어째  세상은 발전해가는데 삼성은 퇴보를 하고잇냐진짜,UNDERkg
657,  a,노트에 강화유리 붙일 필요없음 측면에서 다 깨짐,UNDERkg
658,  SW Zeph,"정가 주고 사전예약 구입하였습니다만, 애플페이만 된다면 애플로 갑니다.",UNDERkg
659,  Ryan Lee,삼성페이야 애플은 뭐 카카오페이 쓰니깐 쓸만하지만 통화녹음만 되면 진짜 갤럭시 살 이유가 아예없음,UNDERkg
660,  성이름,삼성 제발 원가절감 좀 줄이자,UNDERkg
661,  고양,원가절감으로 선 넘네ㅋㅋㅋㅋㅋ,UNDERkg
662,  Resonance J,이어폰 잭이 다시 돌아왔으면..ㅠㅠ,UNDERkg
663,  이름성,ios가 싫으면 답은 안드로이드다 국내에서 안드로이드 생존자는 삼성 뿐이다.........,UNDERkg
664,  Bossbroman,이거 아니면 뭐 살건데 언더형 진실되게 말하자 ㅋㅋ 공시 스박것 공시 아니면 중궐러 폰이지 애들 빼곤 안드면 까고 보면 오포 화에이 제끼고 샤오미고 as나 국뽕아면 살 필요 없지,UNDERkg
665,  설하,배터리 개선은 언제쯤..?,UNDERkg
666,  강튜브KANGTUBE,애플 배터리게이트 이후로 삼성의 GOS게이트,UNDERkg
667,  이재웅,갤럭시는 디스플레이가 개쩌는 부분인데 그걸 광고안하고 카메라만 자랑함....,UNDERkg
668,  Bluedot,음. 차라리 가장 맞는 답은 사지 마세요. 다음 세대를 사세요 아닐까요,UNDERkg
669,  ᄒᄃᄒ,어우 12:40 부터 너무 속 시원합니다진짜 한계는 여기까지에요통녹 때문에 고민하는거지 플립폴드4 나오는거보고진짜 아니다 싶으면 더 늦기 전에 아이폰 가야겠어요삼전 나오는 얘기 들어보니까 답 없어 보이긴 하지만요,UNDERkg
670,  Jo Gavy,"게임관련은 네모난꿈, 해외유트브 영상 시청시 아이폰도 원신돌리면 시간차이일뿐 프레임율이 확 떨어짐. 해외유트브 보면 게임이 켜지고 실행되고 테스크 다운 등 오히려 갤럭시가 더 빠르기도하고 리플래쉬수가 더 적음.  전체적으로 비슷비슷한 퍼포먼스를 보여줘자세한선 영상 찾아보시길~ 원신같은 헤비 게임이 아니면 벤치마크 점수와 다르게 실사용에서 아이폰이나 갤럭시나 비슷비슷한 퍼포먼스",UNDERkg
671,  토리귀여워,LG폰 망해서 첫 삼성폰으로 구매한건데 ,UNDERkg
672,  벙벙벙,삼성은 10 시리즈에 멈춰있다…,UNDERkg
673,  osu,뭔가 측면에서 보면 보조배터리 같은 느낌..?,UNDERkg
674,  liquid,삼성페이빼면 아이폰에 비빌게없는데 가격으로비빔,UNDERkg
675,  MERA,s20 Fe 2022년형보다 성능 구린폰 ㅇㅈ?,UNDERkg
676,  1 valconiii,갤럭시는 스피커 좀 신경써야함..,UNDERkg
677,  라즈,삼성제품 쭈욱 써왔는데..... 유튜브나 책만 봐서그런지 저에게는 괜찮은 제품입니다.,UNDERkg
678,  Brian Nam,통화 녹음 기능 때문에.... 할 말이 없네요....,UNDERkg
679,  발가락딱밤,s10e 쓰고 있는데요.s22+로 바꾸고 싶었는데 다음을 기다려 봐야 할까요?,UNDERkg
680,  SH Kim,폴드3 쓰고 있습니다 쓸때마다 욕하다가 이젠 그냥 포기하고 게임을 안합니다 200만원 불우이웃 도왔다 생각하고 죽을때까지 갤럭시는 안삼 gos 18,UNDERkg
681,  오현승,억까뿐만아니라 억쉴드가있다는것도 이거보면서 알았다 ㄹㅇ ㅋㅋ 통녹 저렇게 쓸일이많은가,UNDERkg
682,  AͣN̾OͦTͭHͪEͤRͬ L̾G̾ 🅥,Spen만 마음에 드는 기기...,UNDERkg
683,  DK K,3대째 삼성 쓰고 있는데 다음은 애플 가렵니다..,UNDERkg
684,  시진핑개색이,중고 떡상 ㄷㄷv50,UNDERkg
685,  블랙,Z플립4나 아이폰14고민중인데 삼성이 플레그십에 요상한짓을 계속한다면 아이폰14를 살수밖에 없겠네요,UNDERkg
