,id,comment,contents
519,  즐기며살자,비교를 너무 쉽게 해 주셨네요. 사실 SE시리즈는 아이폰 유저에게 메인폰으로 하기엔 뭔가 아쉬운게 사실이죠 ㅎ전 SE3의 대상을 아이폰 입문하는 아이들에게 밎추면 어떨까 싶습니다. ㅎ초등생도 다 폰을 가지고 다니는 현실에 좋은(?) 아이폰 쓰라고 100만원대는 좀 무리죠^^그렇게 보면 SE가 딱이지 않을까. 게임 많이 하면 배터리 금방 닳아서 (장시간 게임방지 기능 ㅋ)좋은 듯^^,ZUYONI
520,  김정훈,아무리 가성비 좋아도 우리나라에서만 잘 팔린 폰은 삼성폰이라는 어제의 뉴스가 생각나네요. 아무리 사태가 있어도 우리나라에서는 아이폰 가격 저렴해도 안 되 하는듯한 것 같더군요. 암튼 저도 최고 사양 아이폰 프로맥스 써고 있지만 이 영상보며 첫 멘트의 듣고 보고 하면 늘어나는 이마 주름이 되어가네요,ZUYONI
521,  김정우,아이폰 한번은 써봐야지 생각하고 있는데 많은 도움이 되네요. 갤럭시만 사용하던 사람은 아이폰으로 넘어가면 아무래도 불편하겠죠???,ZUYONI
522,  ᄋᄋᄋ,뭐지 별로라고 사지말라하니깐 더 사고싶네 ㅋㅋㅋ,ZUYONI
523,  프레소 s,누님 왜캐 오랜만에 보는것 같지 ㅠㅠ 먼가 반갑네요 ㅎㅎ,ZUYONI
524,  W.Y Kim,배민용으로 구입했습니다 2잡 아자!!! 서브폰용  폴더3를 사용하는중 게임하다가 너무 빡쳐서 갈아타기로 결정하지만 아직 2년이 안되서 ㅋㅋ 배민옹 s9+ 쓰다가 사망하셨습니다 그래서 배민용으로 se3 어제 쿠팡에서 구입하고 오늘 받았는데배민용카카오뱅크어플 보험어플 여러가지 안될줄 알았는데 잘 됩니다 데이터 안터져서 4지로 바꾸니 되고 뭐 하나 하려면 승인받을게 너무 많아서 짜증났지만서도 근데 아이폰 처음 써보는데 뭐 그렇게 다른걸 못느낍니다 눈이 원시라 화면큰걸 좋아하는데그래서 폴더3구입했지만 그동안 불편하지 않았는데 최근 타이쿤게임 여러가지 하는데 순간 먹통이 되거나 gos 때문인지너무 화가 납니다 맛폰 쓰는데 아무것도 작동하지 않고 멈춰버림헐헐 진짜 삼성버립니다  화면큰거는 음 패드미니 구입 해야겠네요,ZUYONI
525,  이등재,"누나 목소리가 너무 좋아요!!건강하세요,, 오래오래 유튭보고싶어요ㅜㅜ",ZUYONI
526,  김,주연님 영상 올라오기만 내내 기다렷어요 ㅠㅠ,ZUYONI
527,  백수탈출한애기 응애,노크온 저 기능은 LG가 먼저했었는데 요즘도 있구나 ㅋㅋ,ZUYONI
528,  sr009s,다행히 이것을 안사고 나오기 일주일전에 12미니를 산것이 진정 승리자군요,ZUYONI
529,  Fno Jang,lcd를 넣어주고 싶었으면 xr을 우려먹었어도 될터인데... 이건 선 넘었지,ZUYONI
530,  장윤호,영상 너무 재밌어요 ㅠㅠ영상 이해가 너무쉬웠어용,ZUYONI
531,  kibok 861,se3세대는 인물사진만 빼면 사진색감은 se3가이네요^^,ZUYONI
532,  SIGONG,저한테는 배터리 빼고는 다 매력적이네요!,ZUYONI
533,  이진영,진짜 너무 예뻐 ♡,ZUYONI
534,  김진영,SE뚜리   그래도 기존에 아이폰 . 6.6S.7.8 을쓰거나 안드로이드에서 넘어오고싶은데 아이폰의 사악한 가격때문에 망설이던분들한테   입문용?  맛보기? 용으로  괜찮지않을까싶긴한데 아이폰X이후부터.  겔럭시 S시리즈에서 넘어가기에는… 어우야 아무리 칩셋이 좋아도  시간역행임,ZUYONI
535,  Claid,노크온 같은경우는 없지만 전원버튼을 눌러서 깨워주면됩니다. 그후 지문인식등록한 손가락으로 홈버튼을 누를시에는 바로 해제되고 그냥 얹어놓을시에는 잠금만 풀리고 알림들을 볼 수 있습니다.,ZUYONI
536,  G M,근데 무슨짓을해도 se1세대 디자인 못따라옴 제발 지금성능에 디자인 저렇게 부활좀 시켜줬으면 좋겠다,ZUYONI
537,  고길동,Gos의 아쉬움은 확실하게 달래줄 최고의 서브폰.,ZUYONI
538,  Sara,17:21 2세대로 아이폰 입문해서 매우 만족하고 있지만 확실히 12나 13만져보면 다른아이폰이다 라는 생각이 들더라구요 몸이 se에 맞춰져서그런지 뭔가 불편함니다,ZUYONI
539,  롤러짱TV《 다이어트에 짱👍👍 》,알찬리뷰 잘 봤네요,ZUYONI
540,  토마토,"음...... 진짜 예스러운 아이폰을 원하는 분들만 구매하세요! 저는... 어렸을 때 텐텐을 사달라고 조르는 아이가 커서 텐텐을 박스째로 사는 것처럼 학창시절에 써보고 싶던 홈버튼이 있는 아이폰을 한풀이용(?)으로 샀습니다! 맥스 이용자였는데 오타는 잘 안나구요 확실히 노크 온이 없는건,,,, 하 좀 네,,,  불편하더라구요ㅎㅎ",ZUYONI
541,  세자마마_TV,노크온기능이 없는건 정말 아쉬워요ㅠㅠ,ZUYONI
542,  Gun Ho KiM,갤럭시 s21 울트라 쓰는데확실히 사진은 아이폰이....서브로 쓰기 좋을듯 싶구만요 ㅎㅎ,ZUYONI
543,  K orea,8에서 미니시리즈로 갈까 se3로 갈까 고민중인데 감사히 보겠습니다!,ZUYONI
544,  성민 고,주연 주연 잘보고 있습니다 ^^,ZUYONI
545,  달리기맛 우유,강력한 프로세서를 갖고 있다면 그걸 감당할 베터리를 갖고 있어야 하는디...휴ㅠ,ZUYONI
546,  혁이로그,와우,ZUYONI
547,  _Lucid,이번에는 플러스가 나올 줄 알았는데 아쉬웠습니다 ㅠㅜ,ZUYONI
548,  쨜27,근데 진짜로 성능 줄줄 읽는것보단 가격대비 괜찮은지 안괜찮은지만 이유만 말해줘도 좋은거 같아여ㅎㅎㅋㅋ,ZUYONI
549,  코리아김치,Se가 카메라 느낌은 더 좋은거 같아요 저는 ㅇㅅㅇ,ZUYONI
550,  박정혁,가성비가 좋아서 고민중이긴한데..갤럭시 A90에서 넘어가도 만족도가 높을까요?항상 영상 잘 보고 있습니다 ^^,ZUYONI
551,  SungIn Yoo,두 기기 카메라 차이가 별로 안나는데요?피사체가 완벽해서 그런가,ZUYONI
552,  김원철,와 뭐로찍어도 예쁜 주연밖에안보인다...,ZUYONI
553,  김머그,12 미니나 13미니는 원신 플레이 시 Se3와 비슷한 지 아님 더 오래가는지궁금하네요,ZUYONI
554,  맨유서포터,저 뒤에 틔운미니를 보니 다음 영상이 기대되네요,ZUYONI
555,  hong sey,이미 애플을 써봤고 크기가 작지만 성능이 괜찮은 폰을 원하는 사람한테는 최적이겠네요 ㅋㅋㅋ 게임을 하려면 작은 폰에 무거운 배터리팩을 들고 다녀야 한다는게 아이러니지만 아이폰은 원래 그렇게 쓰는거잖아요? 예전에 lg v30 써보면서 후면 홈버튼 들어간거 진짜 최고 좋았는데.. ㄹㅇ ㄱ편함. 애플 제품이 그렇게 나올 일은 없을 것 같아 참 아쉽네요.,ZUYONI
556,  적당한 일주일,요새 더 예뻐지신것 같아요! 오랜만에 잘 보고 갑니다~,ZUYONI
557,  안톤쉬거,깨우기 기능이야기를 안하셨네요 ㅎㅎㅎㅎ 꺠우기 기능키면 홈버튼 누루지 안고 아이폰깨워서 화면 안열고 볼수 있어요,ZUYONI
558,  해피라미,저도 아이폰 se 2020을 작년 9월 후반까지는 썼었다가 z플립3으로 넘어왔는데 팔지말걸 그랬다는 생각이 들기도 해요~~크아 아쉽다ㅠ,ZUYONI
559,  엠정,리뷰해주실때 열일하는 얼굴이 맘에들어서용,ZUYONI
560,  샤이가이,오랜만에 봐도 존예다️️,ZUYONI
561,  블루베리톡,진실의 눈빛부터 잘 알아들었습니다!,ZUYONI
562,  3룽룽,7:17 잠금화면 보고 싶으면 전원버튼 누르면 됩니당 아이폰8썼던 사람이라 불편한거 모르겠어요 ㅋㅋㅋ현재는 13미니쓰고있지만 난 구식인가방…,ZUYONI
563,  이진영,주연짱 넘 보고 싶었어요 방가방가 그 주연짱 채널 편집자분은 돌아 오셨나요???소식이 궁금해요!!!,ZUYONI
564,  류경목,맞아요 홈바쓰다가 se쓰니까 제스쳐가 헷갈리고 어색해서 거북하더라구요 =3=,ZUYONI
565,  켄타쿤,믿고보는 테크소식,ZUYONI
566,  jone q k,"저는 7쓰고 있는데, 이번에 se3를 사볼까 했는데... a15 빼고는 별로인것 같아서 12미니를 살까 13미니를 살까 고민하다가 14 출시되고 나서 14가 괜찮으면 14 별로면 13사기로 마음을 바꿨어요ㅜㅜ",ZUYONI
567,  Jungho,캐논 카메라 쓰시는거 같네요! 촬영장비도 소개해주세요,ZUYONI
568,  Yeonwoo Park,2번쨰 단점인 노크온 기능은 그냥 폰을 들면 잠금화면이 자동으로 뜨게 설정해서 쓰시면 됩니다!,ZUYONI
569,  최고로 핫핫놈,ㄹㅇ 이누나 se3 리뷰만 기다렸다,ZUYONI
570,  지친도시인,예쁘신 얼굴과 상콤한 느낌이 제일 좋아요 ㅎ,ZUYONI
571,  정윤호,타오바오에서 사신 옷 너무 잘어울리세욥,ZUYONI
572,  jh_kimy,이런들 어떠하리 저런들 어떠하리썸네일속 주연님는 이쪽저쪽 다예쁘니지나가다 눈에띄면 어찌아니 누르리오,ZUYONI
573,  Guk Jo,부질없음을 깨우친 애플초월자가 사용하는 게 SE임.,ZUYONI
574,  Kumagom,이거사려다가 13미니 삿어요 은근 괜찮은거 같아요,ZUYONI
575,  Rebecca,이제 원신은 동서고금을 막론한 훌륭한 성능 테스터가 되어버렸다 ㅋㅋㅋㅋㅋㅋ,ZUYONI
576,  람쥐썬더,집중해서 잘 보다가 셀카 비교하는 부분에서 너무 예쁘셔서 넋놓고 봤네요...,ZUYONI
577,  홍성용,"난 아이폰 7을 쓰면서 아이폰 유저라 했는데.. 아니였어.. ㅠㅠ이번 14때 제대로 아이폰 입문해야겠네요,, ️️",ZUYONI
578,  주호,와 오늘 누나 영상 안 올라오나 하고 채널 슥 둘러봤는데 얼마 안 있어서 올라오네 대박~~,ZUYONI
579,  배배,se2 2년 써보니 이제 se 제품은 다시는 안살듯 합니다12나 13 디자인으로 나오면 모를까...,ZUYONI
580,  toredo james,잘봤습니다 고맙습니다,ZUYONI
581,  난둘돠,0:00 견디고 .....견디고 2주만에 들어보는 테크 지식 오케이!️,ZUYONI
582,  김정연,좋은리뷰 김사합니다!,ZUYONI
583,  Inner Peace,주연 조목조목 넘 예뻐,ZUYONI
584,  Hello World,서브폰으로는 딱인듯요!,ZUYONI
585,  정유현,"""조목조목""덕분에 처음부터 끝까지 집중해서 집중했습니다 그런 의미로 저는 아이폰 14 리뷰를 기다리겠습니다",ZUYONI
586,  Hertz,10:32 불슬라임한테 엠버 궁쓰는 커여운 주연님ㅋㅋㅋㅋㅋ,ZUYONI
587,  내꿈은주총꾼,7:18 잠금화면에 알림만 보고 싶으면 전원버튼을 한번만 누르거나디스플레이/밝기에서 들어서 깨우기 적용해놓으면 됨,ZUYONI
588,  ohhuro,소개해주신 저 SE를 누가 살까 한참 생각해보니 '홈버튼'에 진심이신 분들이면? 사실법도 하겠단 생각이 드네요ㅋㅋ,ZUYONI
589,  _우리집동물저장소,왠지 se4때는 xs디자인으로 나올것같은 분위기,ZUYONI
590,  초돌,다음 se는 플러스나 X폼팩터로 나오길,ZUYONI
591,  비공개,어제 밤에 영상 언제 올라와 하면서 채널 들어왔었는데 오늘 드디어 올라왔네요 ㅋㅋ영상도 제가 원하던 영상 감사합니다!,ZUYONI
592,  정성권,오랜만입니다. 아프셨다고 들은 것 같은데 괜찮으신지.. 영상 잘 봤습니다.,ZUYONI
593,  이연우,찐 후기로 리뷰하니깐 더 재밌고 좋았어요!,ZUYONI
594,  카비,갤럭시 노트 8 오래동안 사용을 했는데 가면 체감 될만하나요?,ZUYONI
595,  정희원,예뻐요너무 ️‍,ZUYONI
596,  욱이,이번에 진짜 미모 열일 하시는군요....🫢,ZUYONI
597,  모르겠다고,"와..아니 아이폰 처음 써보는데 se로 했거든요..다른 것들은 제가 조금 아이폰에 대해선 모르기도 하고 항상 옛날 폰만 사용해 왔기때문에 괜찮지만 노크온 안되는 건 좀 속상하네요ㅠㅠ 오타,배터리도 그렇고..근데 자꾸 단점만 쏙쏙 들어오니까 주눅드는 느낌..?ㅋㅋ..그렇네요",ZUYONI
598,  sh kim,이뻐요ㅎㅎ,ZUYONI
599,  박하빈,Se3... 가격만 아니였으면 샀다... 비슷한가격에 11이나 12성능이 넘 좋다...,ZUYONI
600,  J,오늘도 너무 이뻐..,ZUYONI
601,  원tube,기다리고 있었습니다~~~^^,ZUYONI
602,  heesoo jang,카메라가 좀더 se3 쪽이 취향이다 ㅋㅋㅋㅋ,ZUYONI
603,  잉어왕,영상 썸네일사진 너무아름다워서 심쿵,ZUYONI
604,  bite the bullet,차라리 프로세서는 양보하고 배터리를 변강쇠로 나왔어야 하는데,ZUYONI
605,  yeon C,2까진 가성비였는데 3부턴 괘씸함ㅋㅋㅋㅋㅋ,ZUYONI
606,  스칼렛엘자,주연누나 덜덜덜 자체발광 반박불가 치명적이게 청순하고 깜찍하고 눈부시게 너무 예쁘고 아름답고 귀엽고 섹시하고 사랑스러워요,ZUYONI
607,  B급감성,se2 넘나 좋은것,ZUYONI
608,  남찬현,주연은 s22 실사용 후기를 달라!!!,ZUYONI
609,  이종민,아이폰 13 미니도 리뷰 해 주세요~~^^,ZUYONI
610,  Michael KANG,SE3 잠금화면만 해제하려면....지문등록 안된 손가락으로 누르거나~ 지문 없는 마디쪽으로 누르면 됩니다.,ZUYONI
611,  AR파이낸셜 김진우,어떤부분이 좋았냐면요. 재생속도를 1.5배 2배로 올려도 또렷하게 들리는 발음과 목소리.! 그리고 리액션?... 화이팅입니다..!!,ZUYONI
612,  Joy,필터로 찍으면 어떨지 궁금하네요,ZUYONI
613,  인지기능검사,14:05 립 색깔이랑 니트 색 겁나 어울리네,ZUYONI
614,  gziKmdDFrg,I LOVE YOUR VOICE ,ZUYONI
615,  최경민,12:28 갤럭시는 모르겠는데 아이폰13 프로는 6배까지 광학 줌이고 그 뒤로는 디지털 줌인 걸로 알고 있어요,ZUYONI
616,  김다혜,전 개인적으로 터치아이디(지문인식) 기능이 짱~어두운데 불끄고 사용할때도 많다보니 페이스아이디는 넘넘넘 싫음~애플에서 화면 터치아이디 다시 부활시켜주길 바라는1인 이네요~,ZUYONI
617,  루카토니,13프로맥스 쓰는 사람은 무거워서 안들고 다녀요. ㅜㅜ 시계만차고 나갔더니 벗꽃 찍을 못찍었네...,ZUYONI
618,  방위대지구,최소 미니는 되야 쓸만함. cpu 성능으로 가성비 어쩌고 하는데 다른 건 다 망임.,ZUYONI
619,  송혜수,06:50 노크온 기능!!! LG가 가장 먼저 사용했다는거... 기억해주세요... ㅠㅠㅠㅠ,ZUYONI
620,  Alberto Mendieta,You are so perfect ️,ZUYONI
621,  park koon,갈수록 이뻐진다,ZUYONI
622,  케빈김덕배,와 진짜 이쁘다... 아이폰말고 주연님...,ZUYONI
623,  박동혁,와 마지막 총평 정말 신랄하시넼ㅋㅋㅋㅋㅋㅋ,ZUYONI
624,  위잉 차칸,0:081:543:447:4810:1910:4511:4511:5512:5112:5717:12,ZUYONI
625,  bogard terry,항상 잘봅니다 대두주연님,ZUYONI
626,  Spinal fluid Wine,홈버튼을 선호하는 층이 아직도 있어서 내놓는듯 합니다. 근데 이제 하도 수요가 적어서 4세대도 홈버튼을 탑재해서 나올지는 의문이겠네요,ZUYONI
627,  NANO KIM,아이폰8인척 검소한척 할수 있습니다!! ㅋㅋㅋ,ZUYONI
628,  Sung hyun Yun,딴건 모르겠는데... 일단 아이폰은 노크온(두드리거나 여러번 터치)이 아니라 화면을 만지면 화면이 켜지는 방식이고 홈버튼 말고 들어올리는걸로 화면키는 기능이 있기는 하죠.,ZUYONI
629,  임간호사,아름다운 후기입니다,ZUYONI
630,  cha! cha!,주연님 정말 몇주만에 올리시는건지!!,ZUYONI
631,  js1,블루톤 너무 잘받으신다. 너무이뻐요,ZUYONI
632,  돌체콜드브루,누나 파란색 너무 잘 어울려요,ZUYONI
633,  임채무,새 아이폰은 셀카가 이쁘게 나오는군요그냥 피사체 탓입니다,ZUYONI
634,  자숙의시간,주연이가 예뻐서 리뷰를 보는게 학계의 점심 아님? WORLD 0티어 아님? ,ZUYONI
635,  홍길동,오늘도 미모가 열일하시네요옹,ZUYONI
636,  Apple대한민국,점점 더 예뻐지시네요,ZUYONI
637,  바삭한칙힌,진짜 썸넬이 안눌러 볼 수가 없다. 웰케 이쁜거에여,ZUYONI
638,  Hyunbo Shim,표정이 신나 보이셔서 좋아요.,ZUYONI
639,  진이,사람들은 아이폰 SE 3세대 관심이 없어요,ZUYONI
640,  우투리,뭐지 이영상 왜이리 이쁘지 ㅋㅋㅋㅋ 이때까지 리뷰만 보다 얼굴 첨 본 느낌,ZUYONI
641,  honey_jar,주연누나를 못 본 만큼 무.럭.무.럭. 자라버린 뒤의 상추?들..보고싶었어요!!,ZUYONI
642,  TA CON,"저는 최근에 둘다 써본사람인데.페이스 아이디보단 터치아이디가 훨씬 편하고 좋다고 느껴졌습니다 페이스아이디는 밤에 누워서할때나 잠들기전에 할때나 밤에 할때나 낮에도 가끔 인식률이 안좋네요. 말씀해주신 노크온도 홈버틀을 세게말고 살짝만 나르면 알림만 볼수있는상태로 되고 애플이 포장은하지만 솔직히 맥세이프의 큰매력이 있다고도 생각이들지않아서 se3의 안좋은점은 카메라,작은화면,배터리,성능인데 작은화면말곤 딱히 모르겠습니다 어차피 다른시리즈도 위에가 없어서 화면이 짤리기도 하구ㅜ 제 주관입니다.",ZUYONI
643,  치킨최고,견디고 듣다보면 늘어가는 테크지식 옼퀘이이 말이 듣고 싶었습니다,ZUYONI
644,  우진,주연이 누나 오랜만이에욤 오늘도 이쁘시네여언제나 빛 자체인 주연이 누나,ZUYONI
645,  꾱,4년동안 아이폰 6s쓴 사람으로서 홈버튼 못 버려서 se3샀는데 괜찮던데,ZUYONI
646,  피파22,07:48 이부분 되게 귀여우십니다,ZUYONI
647,  윤중현,요즘  주연양  안보니깐  우울했는데  ,ZUYONI
648,  자개,"기본카메라로 막 찍어도 예쁘신 ,,,,",ZUYONI
649,  ai bot,주연.....배우 어떤역을 맡아도 주연...배우,ZUYONI
650,  Hanabi Hanabi,노크온 대신 들면 화면 켜지게끔 만들어 놓으면 편합니다....크흠,ZUYONI
651,  Muzaffar 1997,,ZUYONI
652,  Reticent Assertiveness,외관만 보면 완전 아이폰7이네요,ZUYONI
653,  시나쓰 유튜브SHINASU,2주동안 참았던 숨을 드디어 쉴 수 있게 되었읍니다ㄷㄷ,ZUYONI
654,  mpc,se2는 아침에 버스 타고 뭐하면서 폰 좀만 보면 70임 ㅋㅋㅋㅋ,ZUYONI
655,  오빠야살리도,피부하얗고 입술이 붉으니깐 파란옷도 잘받고 이쁘다,ZUYONI
656,  꿀빵,아이폰은 안보이고 존예 주연님밖에 안보이네요..ㄷㄷ,ZUYONI
657,  JOHN JAMES,너무 이쁘다..,ZUYONI
658,  3310,16:06 오른쪽: 우리가 상상하는 환상왼쪽: 현실,ZUYONI
659,  soju Y,미니 13을 사자! 끗,ZUYONI
660,  김진우,발음이 진짜 좋으시네요 연습을 따로 하시는건가요?,ZUYONI
661,  Do Kim,볼때마다 지식이 쑥쑥 ㅋ,ZUYONI
662,  PIPPY,홈버튼에 베젤있는 아이폰 너무 좋은데..화면이 너무 작은게 흠 원래 se는 그랬지만,ZUYONI
663,  건건,오랜만이에요ㅠㅠㅜ,ZUYONI
664,  ZEUS last,겁나 이쁘네요,ZUYONI
665,  이병진,오늘도 이뻐….. 후 도대체…와 근데 오늘 왜케 이쁘죠? 보면서 계속 감탄중…,ZUYONI
666,  황건수,보고싶었어여 ㅎㅎ,ZUYONI
667,  스 바,주연님 에어5 리뷰 해주세용!,ZUYONI
668,  truny Re,구형 바디에 최신 사양 신형 바디에 개구린사양 근데 후자는 플레그쉽임 ㅇㅇ,ZUYONI
669,  스 바,7:47초때 주연님 너무 키여워요요오오여,ZUYONI
670,  연느,전 지금 13미니를 쓰고 있는데.. 친구가 se3으로 바꿔서 화면을 뙇! 봤는데 제가 미니를 쓰는데도..? 이상하게 화면이 넘 답답하더라구욛ㄷㄷ전 13미니.. 접사기능 없어서 아쉽긴 하지만 접사 빼곤 잘 사용하고 있습니당!!,ZUYONI
671,  뇌절IT슈,오늘도 너무 이뻐요 영상 잘보고가요 얼굴자랑 더 해주세요 ~,ZUYONI
672,  에이스마음이,,ZUYONI
673,  여신 미래,디스플레이만 옜날꺼 아니면좋은데 그게 아쉽 저는 영상을 많이 보는사람이라 품질이 중요,ZUYONI
674,  † VERSACE †,하 진짜 너무 이쁘다..................,ZUYONI
675,  아인슈패너,요새는 학생들도 좋은거 쓴다는...,ZUYONI
676,  큐,김주연이가 최고다!! 갓쭈연,ZUYONI
677,  Sean Lim,"아이폰7으로 6년째 쓰고 있는데, 잠금화면 보기는 전원버튼으로 여는게 국룰이죠. 네네..화면 터치 아이디만 몇 년을 기다리고 있는데, 14에서도 터치 아이디는 없다고 하니..이젠 포기하고 갈아타야겠네요..ㅜ",ZUYONI
678,  온리주현,미모 무엇 ,ZUYONI
679,  뽀,음 저 가격이 스팩에 비해 싸진않다고 생각함..,ZUYONI
680,  WinkGom,오랜만에 영상보는데 여전히 이쁘시네여,ZUYONI
681,  야옹야옹,예뻐요...,ZUYONI
682,  유성룡,저는 핸드폰보다 누나를 기다렸어요 ,ZUYONI
683,  Amur Ika,너무 예뻐…,ZUYONI
684,  로크,"""견디고 듣다보면 늘어가는 주연지식!"" 나만 그런가..?",ZUYONI
685,  핫히,7:47 반응속도ㄷㄷ,ZUYONI
686,  Nathan Joe,5:43 잡스가 살아있었다면 절대 용납하지 않았을...ㅎㅎㅎ,ZUYONI
687,  오잉,진짜 넘이쁘다…아 물론아이폰이,ZUYONI
688,  부엉이락가이,누나 점점 이뻐지시네요,ZUYONI
689,  denis Row,영상에 잠깐 지나가는 갤럭시는 어떤 케이스 쓰시는건가유?,ZUYONI
690,  Hallowin,예쁜사람이 찍으면 뭐든 상관없죠 ㅋㅋ,ZUYONI
691,  빡빡이가세상을구한다,기다린건 본 리뷰가 아니라 당신이라는 것을..잊지 마세요,ZUYONI
692,  만두대마왕,삼성페이보단 좀 불편하긴 하지만 어쨌거나 이제 아이폰도 페이 나왔습니다.,ZUYONI
693,  호성 たき,진짜 미모가 미쳤다니까 이 누난,ZUYONI
694,  brrr,se4는 11라인업 모델처럼 나오려나....,ZUYONI
695,  lunusia punm,스마트폰은 그냥 한글인식이 잘되서 받아쓰기로쓰는게 제일 편한거 같다  컴퓨터는 독수리타자로 배우지 않아서 그런지 아주편하게 쓰는데  두손가락으로써야하거나 한손가락이니까  음성 인식이 최고다  다만 한글인식률이 매우 안좋다 그래서 쓰고 오타수정을 하는게  나을정도,ZUYONI
696,  boo The,적은 배터리 용량의 핸드폰으로 게임을 한다-> 보조배터리를 계속 물리거나 충전기를 물린 상태에서 자주 사용-> 배터리 성능은 점점 더 수직낙하를 하게됨-> 점점 더 보조배터리&충전기 꼽아두고 사용한무반복 하다보면 1년도 안돼서 배터리 성능이 80% 초반까지 떨어져서일반 사용용도로 실사용 하기에도 힘들어짐...,ZUYONI
697,  이재현,Se케이스 정보좀 알 수 있을까요??,ZUYONI
698,  그노,13:45 다른 영상이라고 볼만큼 색감차이 너무 커요 ㅠ,ZUYONI
699,  sangbeom han,후기보러 들렸다 주연님 빛나는 미모때문에 집중 못했어요더 이뻐지시면 경고입니다!,ZUYONI
700,  슬프니까개구리,주연님 뒤에 쌈채소 먹방 기대합니다,ZUYONI
701,  지부,구독자분들이 어떤부분을 좋아하냐구요!? 겸댕이 주연님 볼려구 옵니당,ZUYONI
702,  예진이,아이패드 에어5는 언제 나오나요ㅜㅜ,ZUYONI
703,  Su빈쭌쭌,주연님 볼에 생기가 가득하네요,ZUYONI
704,  이주성,예쁘당 주연님 역시,ZUYONI
705,  미남중선이형,혹시 게임안하고 노래듣고 유튜브 보고 SNS만 한다면 사도 괜찮을가요?? ㅠㅠ노트20에서 넘어갈만 한지 추천좀 부탁드려요 주연님 ㅠㅠ,ZUYONI
706,  야골리지마,6기통에 300마력 달린 모닝,ZUYONI
707,  Blk,색감 차이는 정말 많이 나네요,ZUYONI
708,  W.Y Kim,줄곧 안드로이드만 씀 폴드3 메인폰 고스 때문인지 몰라도 타이쿤 게임하다가 먹통이 되는 현상 자주 발생후 서브폰으로 아이폰구입 본인은 삼성페이 잘안씀 카드에 아이씨칩이 인식이 안될때 지갑놓고 왔을때 일년에 한두번임 통화녹음 사용해본적이 없음 아이폰쓰면서 불편한점 제일먼저 뒤로가기가 없어서 불편 몇몇 어플에서 사용할때마다 인증을 해야하는 불편함 특히 보험어플 처음에 어플끄는법 몰라서 헤맸다 삼성은 짝대기3개 누르면 되지만 그이후 삼성워치4 쓰면서 좋았던점이 없음 특히 음악을 자주듣고 자주 일시정지를 해야 하는데 무지 불편함 팔고 애플워치7 구입 음악들을때는 진짜편함 듣고 있을때는 워치에서 음악위주로 워치에서 먼저 보여줘서 버즈2를 2개 가지고 다녔지만 번들이라 귀가 너무 아프다 이것도 팔고 애어팟3세대 구입 프로는 번들이라 노이즈는 원래 잘 안쓰는편 배터리 문제로 에어팟3세대가 이번에 터치가 아닌 물리버튼으로 체인지 했다고 하는데난 너무 좋음 심각한민감성 피부라 마스크도 얼굴전체 가리는 마스크를 쓰고 다녔음 코로나 이전부터 터치는 나에겐 무쓸모였음 공간음향이 너무 신기했음 이것때문에 애플뮤직 구입 6개월무료던가그러다 다음달 해외로 두달 가야하는 일이생김 나의 엘지테블릿 거의 10년인가 사용 오랜만에 찾아서 파워눌렀으나 고장나버림 결국 당근에서 에어팟에어 5세대 미개봉으로 구입삼성은 고스로 인한 아주 이미지가 나빠짐프로도 생각했으나 편집할일이 없어서 미니는 폴더3 하고 사이즈도 별로  차이 안나서 패스 결국 나도 앱등이가 된것인가하지만 애플 노트북 피시는 사는일은 없다 본인은 스팀유저이고 플스5유저 이다,ZUYONI
709,  chicken Lets,아유 색시가 아이폰보다 더이쁘네잉 ~,ZUYONI
710,  자바 괴발자,누나 갈수록 예뻐지면 어떡합니까,ZUYONI
711,  자미,가성비 비교가아니고 그냥비교네요,ZUYONI
712,  DJ MasterKing,저기요 슨생님~ 4k 영상은 언제쯤 가능한건가요??,ZUYONI
713,  나는성동구고산자로LSM이다,12:51 보자마자 바로 흔들어봤다 ㅋㅋㅋㅋㅋ,ZUYONI
714,  누구세용,눈나아아아아아 이뻐요오오오옹,ZUYONI
715,  강도지🐶🚀,유튜브보면 이쁜여자들은 죄다 아찔한옷입고 춤만추는데~주연님처럼 이쁘고 박식하신분이 훨씬아름답고 좋아요~~~잘보고갑니다하트는 구독 좋아요 입니다!,ZUYONI
716,  Astra lol,오.... 이뻐....아이뽕!!,ZUYONI
717,  CH,아 ㅋㅋ XS폼팩터로 나왔으면 바로 샀을텐데 8년전 폼팩터는 너무한거 아니냐고,ZUYONI
718,  SH Y,13:20 와 ㄹㅇ 홀린듯이봄,ZUYONI
719,  오잉,사실 예뻐서 봐요..,ZUYONI
